story,characters,genre,tone
"Sherlock Holmes and I surveyed this curt announcement and the rueful face behind it, until the comical side of the affair so completely overtopped every other consideration that we both burst out into a roar of laughter. ""I cannot see that there is anything very funny,"" cried our client, flushing up to the roots of his flaming head. ""If you can do nothing better than laugh at me, I can go elsewhere.""  ""No, no,"" cried Holmes, shoving him back into the chair from which he had half risen. ""I really wouldn't miss your case for the world. It is most refreshingly unusual. But there is, if you will excuse my saying so, something just a little funny about it. Pray what steps did you take when you found the card upon the door?"" ""I was staggered, sir. I did not know what to do. Then I called at the offices round, but none of them seemed to know anything about it. Finally, I went to the landlord, who is an accountant living on the ground-floor, and I asked him if he could tell me what had become of the Red-headed League. He said that he had never heard of any such body. Then I asked him who Mr. Duncan Ross was. He answered that the name was new to him. ""'Well,' said I, 'the gentleman at No. 4.' ""'What, the red-headed man?' ""'Yes.' ""'Oh,' said he, 'his name was William Morris. He was a solicitor and was using my room as a temporary convenience until his new premises were ready. He moved out yesterday.' ""'Where could I find him?' ""'Oh, at his new offices. He did tell me the address. Yes, 17 King Edward Street, near St. Paul's.' ""I started off, Mr. Holmes, but when I got to that address it was a manufactory of artificial knee-caps, and no one in it had ever heard of either Mr. William Morris or Mr. Duncan Ross."" ""And what did you do then?"" asked Holmes. ""I went home to Saxe-Coburg Square, and I took the advice of my assistant. But he could not help me in any way. He could only say that if I waited I should hear by post. But that was not quite good enough, Mr. Holmes. I did not wish to lose such a place without a struggle, so, as I had heard that you were good enough to give advice to poor folk who were in need of it, I came right away to you."" ""And you did very wisely,"" said Holmes. ""Your case is an exceedingly remarkable one, and I shall be happy to look into it. From what you have told me I think that it is possible that graver issues hang from it than might at first sight appear."" ""Grave enough!"" said Mr. Jabez Wilson. ""Why, I have lost four pound a week.""","Sherlock Holmes, Doctor (narrator), Mr. Jabez Wilson",mystery,humorous 
"""There were very many people in the world in those days. San Francisco alone held four millions—"" ""What is millions?"" Edwin interrupted. Granser looked at him kindly. ""I know you cannot count beyond ten, so I will tell you. Hold up your two hands. On both of them you have altogether ten fingers and thumbs. Very well. I now take this grain of sand—you hold it, Hoo-Hoo."" He dropped the grain of sand into the lad's palm and went on. ""Now that grain of sand stands for the ten fingers of Edwin. I add another grain. That's ten more fingers. And I add another, and another, and another, until I have added as many grains as Edwin has fingers and thumbs. That makes what I call one hundred. Remember that word—one hundred. Now I put this pebble in Hare-Lip's hand. It stands for ten grains of sand, or ten tens of fingers, or one hundred fingers. I put in ten pebbles. They stand for a thousand fingers. I take a mussel-shell, and it stands for ten pebbles, or one hundred grains of sand, or one thousand fingers...."" And so on, laboriously, and with much reiteration, he strove to build up in their minds a crude conception of numbers. As the quantities increased, he had the boys holding different magnitudes in each of their hands. For still higher sums, he laid the symbols on the log of driftwood; and for symbols he was hard put, being compelled to use the teeth from the skulls for millions, and the crab-shells for billions. It was here that he stopped, for the boys were showing signs of becoming tired. ""There were four million people in San Francisco—four teeth."" The boys' eyes ranged along from the teeth and from hand to hand, down through the pebbles and sand-grains to Edwin's fingers. And back again they ranged along the ascending series in the effort to grasp such inconceivable numbers. ""That was a lot of folks, Granser,"" Edwin at last hazarded. ""Like sand on the beach here, like sand on the beach, each grain of sand a man, or woman, or child. Yes, my boy, all those people lived right here in San Francisco. And at one time or another all those people came out on this very beach—more people than there are grains of sand. More—more—more. And San Francisco was a noble city. And across the bay—where we camped last year, even more people lived, clear from Point Richmond, on the level ground and on the hills, all the way around to San Leandro—one great city of seven million people.—Seven teeth... there, that's it, seven millions.""  ","Granser, Edwin, Hoo-Hoo, Hare-Lip",fiction,serious
"We had reached the same crowded thoroughfare in which we had found ourselves in the morning. Our cabs were dismissed, and, following the guidance of Mr. Merryweather, we passed down a narrow passage and through a side door, which he opened for us. Within there was a small corridor, which ended in a very massive iron gate. This also was opened, and led down a flight of winding stone steps, which terminated at another formidable gate. Mr. Merryweather stopped to light a lantern, and then conducted us down a dark, earth-smelling passage, and so, after opening a third door, into a huge vault or cellar, which was piled all round with crates and massive boxes. ""You are not very vulnerable from above,"" Holmes remarked as he held up the lantern and gazed about him. ""Nor from below,"" said Mr. Merryweather, striking his stick upon the flags which lined the floor. ""Why, dear me, it sounds quite hollow!"" he remarked, looking up in surprise. ""I must really ask you to be a little more quiet!"" said Holmes severely. ""You have already imperilled the whole success of our expedition. Might I beg that you would have the goodness to sit down upon one of those boxes, and not to interfere?"" The solemn Mr. Merryweather perched himself upon a crate, with a very injured expression upon his face, while Holmes fell upon his knees upon the floor and, with the lantern and a magnifying lens, began to examine minutely the cracks between the stones. A few seconds sufficed to satisfy him, for he sprang to his feet again and put his glass in his pocket. ""We have at least an hour before us,"" he remarked, ""for they can hardly take any steps until the good pawnbroker is safely in bed. Then they will not lose a minute, for the sooner they do their work the longer time they will have for their escape. We are at present, Doctor—as no doubt you have divined—in the cellar of the City branch of one of the principal London banks. Mr. Merryweather is the chairman of directors, and he will explain to you that there are reasons why the more daring criminals of London should take a considerable interest in this cellar at present."" ""It is our French gold,"" whispered the director. ""We have had several warnings that an attempt might be made upon it."" ""Your French gold?"" ""Yes. We had occasion some months ago to strengthen our resources and borrowed for that purpose 30,000 napoleons from the Bank of France. It has become known that we have never had occasion to unpack the money, and that it is still lying in our cellar."""," Sherlock Holmes, Mr. Merryweather, Dr. Watson",mystery,suspenseful
"Holmes had sat up upon the couch, and I saw him motion like a man who is in need of air. A maid rushed across and threw open the window. At the same instant I saw him raise his hand and at the signal I tossed my rocket into the room with a cry of ""Fire!"" The word was no sooner out of my mouth than the whole crowd of spectators, well dressed and ill—gentlemen, ostlers, and servant-maids—joined in a general shriek of ""Fire!"" Thick clouds of smoke curled through the room and out at the open window. I caught a glimpse of rushing figures, and a moment later the voice of Holmes from within assuring them that it was a false alarm. Slipping through the shouting crowd I made my way to the corner of the street, and in ten minutes was rejoiced to find my friend's arm in mine, and to get away from the scene of uproar. He walked swiftly and in silence for some few minutes until we had turned down one of the quiet streets which lead towards the Edgeware Road. ""You did it very nicely, Doctor,"" he remarked. ""Nothing could have been better. It is all right."" ""You have the photograph?"" ""I know where it is."" ""And how did you find out?"" ""She showed me, as I told you she would."" ""I am still in the dark."" ""I do not wish to make a mystery,"" said he, laughing. ""The matter was perfectly simple. You, of course, saw that everyone in the street was an accomplice."" ""I guessed as much."" ""Then, when the row broke out, I had a little moist red paint in the palm of my hand. I rushed forward, fell down, clapped my hand to my face, and became a piteous spectacle. It is an old trick."" ""That also I could fathom."" ""Then they carried me in. She was bound to have me in. What else could she do? And into her sitting-room, which was the very room which I suspected. It lay between that and her bedroom, and I was determined to see which. They laid me on a couch, I motioned for air, they were compelled to open the window, and you had your chance."" ""How did that help you?"" ""It was all-important. When a woman thinks that her house is on fire, her instinct is at once to rush to the thing which she values most. It is a perfectly overpowering impulse, and I have more than once taken advantage of it."" ","Holmes, Doctor (narrator), maid, spectators, gentlemen, ostlers, servant-maids, coachman",mystery,suspenseful
"High atop the steps of the Pyramid of Giza a young woman laughed and called down to him. “Robert, hurry up! I knew I should have married a younger man!” Her smile was magic. He struggled to keep up, but his legs felt like stone. “Wait,” he begged. “Please . . .” As he climbed, his vision began to blur. There was a thundering in his ears. I must reach her! But when he looked up again, the woman had disappeared. In her place stood an old man with rotting teeth. The man stared down, curling his lips into a lonely grimace. Then he let out a scream of anguish that resounded across the desert. Robert Langdon awoke with a start from his nightmare. The phone beside his bed was ringing. Dazed, he picked up the receiver. “Hello?” “I’m looking for Robert Langdon,” a man’s voice said. Langdon sat up in his empty bed and tried to clear his mind. “This . . . is Robert Langdon.” He squinted at his digital clock. It was 5:18 A.M. “I must see you immediately.” “Who is this?” “My name is Maximilian Kohler. I’m a discrete particle physicist.” “A what?” Langdon could barely focus. “Are you sure you’ve got the right Langdon?” “You’re a professor of religious iconology at Harvard University. You’ve written three books on symbology and—” “Do you know what time it is?” “I apologize. I have something you need to see. I can’t discuss it on the phone.”A knowing groan escaped Langdon’s lips. This had happened before. One of the perils of writing books about religious symbology was the calls from religious zealots who wanted him to confirm their latest sign from God. Last month a stripper from Oklahoma had promised Langdon the best sex of his life if he would fly down and verify the authenticity of a cruciform that had magically appeared on her bed sheets. The Shroud of Tulsa, Langdon had called it. “How did you get my number?” Langdon tried to be polite, despite the hour. “On the Worldwide Web. The site for your book.” Langdon frowned. He was damn sure his book’s site did not include his home phone number. The man was obviously lying. “I need to see you,” the caller insisted. “I’ll pay you well.” Now Langdon was getting mad. “I’m sorry, but I really—” “If you leave immediately, you can be here by—” “I’m not going anywhere! It’s five o’clock in the morning!” Langdon hung up and collapsed back in bed. He closed his eyes and tried to fall back asleep. It was no use. The dream was emblazoned in his mind. Reluctantly, he put on his robe and went downstairs.","Robert Langdon, Maximilian Kohler",mystery,suspenseful
"Hundreds of miles from CERN, a voice crackled through a walkie-talkie. “Okay, I’m in the hallway.” The technician monitoring the video screens pressed the button on his transmitter. “You’re looking for camera #86. It’s supposed to be at the far end.” There was a long silence on the radio. The waiting technician broke a light sweat. Finally his radio clicked. “The camera isn’t here,” the voice said. “I can see where it was mounted, though. Somebody must have removed it.” The technician exhaled heavily. “Thanks. Hold on a second, will you?” Sighing, he redirected his attention to the bank of video screens in front of him. Huge portions of the complex were open to the public, and wireless cameras had gone missing before, usually stolen by visiting pranksters looking for souvenirs. But as soon as a camera left the facility and was out of range, the signal was lost, and the screen went blank. Perplexed, the technician gazed up at the monitor. A crystal clear image was still coming from camera #86. If the camera was stolen, he wondered, why are we still getting a signal? He knew, of course, there was only one explanation. The camera was still inside the complex, and someone had simply moved it. But who? And why? He studied the monitor a long moment. Finally he picked up his walkietalkie. “Are there any closets in that stairwell? Any cupboards or dark alcoves?” The voice replying sounded confused. “No. Why?” The technician frowned. “Never mind. Thanks for your help.” He turned off his walkie-talkie and pursed his lips. Considering the small size of the video camera and the fact that it was wireless, the technician knew that camera #86 could be transmitting from just about anywhere within the heavily guarded compound—a densely packed collection of thirty-two separate buildings covering a half-mile radius. The only clue was that the camera seemed to have been placed somewhere dark. Of course, that wasn’t much help. The complex contained endless dark locations —maintenance closets, heating ducts, gardening sheds, bedroom wardrobes, even a labyrinth of underground tunnels. Camera #86 could take weeks to locate. But that’s the least of my problems, he thought. Despite the dilemma posed by the camera’s relocation, there was another far more unsettling matter at hand. ","Technician, Voice on the walkie-talkie, Superior",fiction,suspenseful
"Do I have your attention now?” the man’s voice said when Langdon finally answered the line. “Yes, sir, you damn well do. You want to explain yourself?” “I tried to tell you before.” The voice was rigid, mechanical. “I’m a physicist. I run a research facility. We’ve had a murder. You saw the body.” “How did you find me?” Langdon could barely focus. His mind was racing from the image on the fax. “I already told you. The Worldwide Web. The site for your book, The Art of the Illuminati.” Langdon tried to gather his thoughts. His book was virtually unknown in mainstream literary circles, but it had developed quite a following on-line. Nonetheless, the caller’s claim still made no sense. “That page has no contact information,” Langdon challenged. “I’m certain of it.” “I have people here at the lab very adept at extracting user information from the Web.” Langdon was skeptical. “Sounds like your lab knows a lot about the Web.” “We should,” the man fired back. “We invented it.” Something in the man’s voice told Langdon he was not joking. “I must see you,” the caller insisted. “This is not a matter we can discuss on the phone. My lab is only an hour’s flight from Boston.” Langdon stood in the dim light of his study and analyzed the fax in his hand. The image was overpowering, possibly representing the epigraphical find of the century, a decade of his research confirmed in a single symbol. “It’s urgent,” the voice pressured. Langdon’s eyes were locked on the brand. Illuminati, he read over and over. His work had always been based on the symbolic equivalent of fossils—ancient documents and historical hearsay—but this image before him was today. Present tense. He felt like a paleontologist coming face to face with a living dinosaur. “I’ve taken the liberty of sending a plane for you,” the voice said. “It will be in Boston in twenty minutes.” Langdon felt his mouth go dry. An hour’s flight . . . “Please forgive my presumption,” the voice said. “I need you here.” Langdon looked again at the fax—an ancient myth confirmed in black and white. The implications were frightening. He gazed absently through the bay window. The first hint of dawn was sifting through the birch trees in his backyard, but the view looked somehow different this morning. As an odd combination of fear and exhilaration settled over him, Langdon knew he had no choice. “You win,” he said. “Tell me where to meet the plane.”","Langdon, The man on the phone",mystery,suspenseful
"""The field is small,"" Kohler said, ""but it's bringing fresh answers to some old questions, questions about the origin of the universe and the forces that bind us all. Leonardo believed his research had the potential to convert millions to a more spiritual life. Last year he categorically proved the existence of an energy force that unites us all. He actually demonstrated that we are all physically connected . . . that the molecules in your body are intertwined with the molecules in mine . . . that there is a single force moving within all of us."" Langdon felt disconcerted. And the power of God shall unite us all. Mr. Vetra actually found a way to demonstrate that particles are connected?Conclusive evidence. A recent Scientific American article hailed New Physics as a surer path to God than religion itself. The comment hit home. Langdon suddenly found himself thinking of the antireligious Illuminati. Reluctantly, he forced himself to permit a momentary intellectual foray into the impossible. If the Illuminati were indeed still active, would they have killed Leonardo to stop him from bringing his religious message to the masses? Langdon shook off the thought. Absurd! The Illuminati are ancient history! All academics know that! ""Vetra had plenty of enemies in the scientific world,"" Kohler went on. ""Many scientific purists despised him. Even here at CERN. They felt that using analytical physics to support religious principles was a treason against science."" ""But aren't scientists today a bit less defensive about the church?"" Kohler grunted in disgust. ""Why should we be? The church may not be burning scientists at the stake anymore, but if you think they've released their reign over science, ask yourself why half the schools in your country are not allowed to teach evolution. Ask yourself why the U.S. Christian Coalition is the most influential lobby against scientific progress in the world. The battle between science and religion is still raging, Mr. Langdon. It has moved from the battlefields to the boardrooms, but it is still raging."" Langdon realized Kohler was right.","Kohler, Langdon, Mr. Vetra",fiction,serious
"Not many children could say they remembered the day they met their father, but Vittoria Vetra could. She was eight years old, living where she always had, Orfanotrofio di Siena, a Catholic orphanage near Florence, deserted by parents she never knew. It was raining that day. The nuns had called for her twice to come to dinner, but as always she pretended not to hear. She lay outside in the courtyard, staring up at the raindrops . . . feeling them hit her body . . . trying to guess where one would land next. The nuns called again, threatening that pneumonia might make an insufferably headstrong child a lot less curious about nature. I can’t hear you, Vittoria thought. She was soaked to the bone when the young priest came out to get her. She didn’t know him. He was new there. Vittoria waited for him to grab her and drag her back inside. But he didn’t. Instead, to her wonder, he lay down beside her, soaking his robes in a puddle. “They say you ask a lot of questions,” the young man said. Vittoria scowled. “Are questions bad?” He laughed. “Guess they were right.” “What are you doing out here?” “Same thing you’re doing . . . wondering why raindrops fall.” “I’m not wondering why they fall! I already know!” The priest gave her an astonished look. “You do?” “Sister Francisca says raindrops are angels’ tears coming down to wash away our sins.” “Wow!” he said, sounding amazed. “So that explains it.” “No it doesn’t!” the girl fired back. “Raindrops fall because everything falls! Everything falls! Not just rain!” The priest scratched his head, looking perplexed. “You know, young lady, you’re right. Everything does fall. It must be gravity.” “It must be what?” He gave her an astonished look. “You haven’t heard of gravity?” “No.” The priest shrugged sadly. “Too bad. Gravity answers a lot of questions.” Vittoria sat up. “What’s gravity?” she demanded. “Tell me!” The priest gave her a wink. “What do you say I tell you over dinner.” The young priest was Leonardo Vetra. Although he had been an awardwinning physics student while in university, he’d heard another call and gone into the seminary. Leonardo and Vittoria became unlikely best friends in the lonely world of nuns and regulations. Vittoria made Leonardo laugh, and he took her under his wing, teaching her that beautiful things like rainbows and the rivers had many explanations. He told her about light, planets, stars, and all of nature through the eyes of both God and science. Vittoria’s innate intellect and curiosity made her a captivating student. Leonardo protected her like a daughter.","Vittoria Vetra, Father Leonardo Vetra, Sister Francisca",drama,optimistic
"Phileas Fogg rightly suspected that his departure from London would create a lively sensation at the West End. The news of the bet spread through the Reform Club, and afforded an exciting topic of conversation to its members. From the club it soon got into the papers throughout England. The boasted ""tour of the world"" was talked about, disputed, argued with as much warmth as if the subject were another Alabama claim. Some took sides with Phileas Fogg, but the large majority shook their heads and declared against him; it was absurd, impossible, they declared, that the tour of the world could be made, except theoretically and on paper, in this minimum of time, and with the existing means of travelling. The Times, Standard, Morning Post, and Daily News, and twenty other highly respectable newspapers scouted Mr. Fogg's project as madness; the Daily Telegraph alone hesitatingly supported him. People in general thought him a lunatic, and blamed his Reform Club friends for having accepted a wager which betrayed the mental aberration of its proposer.  Articles no less passionate than logical appeared on the question, for geography is one of the pet subjects of the English; and the columns devoted to Phileas Fogg's venture were eagerly devoured by all classes of readers. At first some rash individuals, principally of the gentler sex, espoused his cause, which became still more popular when the Illustrated London News came out with his portrait, copied from a photograph in the Reform Club. A few readers of the Daily Telegraph even dared to say, ""Why not, after all? Stranger things have come to pass.""  At last a long article appeared, on the 7th of October, in the bulletin of the Royal Geographical Society, which treated the question from every point of view, and demonstrated the utter folly of the enterprise.  Everything, it said, was against the travellers, every obstacle imposed alike by man and by nature. A miraculous agreement of the times of departure and arrival, which was impossible, was absolutely necessary to his success. He might, perhaps, reckon on the arrival of trains at the designated hours, in Europe, where the distances were relatively moderate; but when he calculated upon crossing India in three days, and the United States in seven, could he rely beyond misgiving upon accomplishing his task? ","Phileas Fogg, Reform Club members, members of the Royal Geographical Society, betting men, advocates of Phileas Fogg, opponents of Phileas Fogg, general public",fiction,serious
"Presently we saw that the cavern before us opened upon a hazy void. In another moment we had emerged upon a sort of slanting gallery, that projected into a vast circular space, a huge cylindrical pit running vertically up and down. Round this pit the slanting gallery ran without any parapet or protection for a turn and a half, and then plunged high above into the rock again. Somehow it reminded me then one of those spiral turns of the railway through the Saint Gothard. It was all tremendously huge. I can scarcely hope to convey to you the Titanic proportion of all that place, the Titanic effect of it. Our eyes followed up the vast declivity of the pit wall, and overhead and far above we beheld a round opening set with faint stars, and half of the lip about it well nigh blinding with the white light of the sun. At that we cried aloud simultaneously.  ""Come on!"" I said, leading the way.  ""But there?"" said Cavor, and very carefully stepped nearer the edge of the gallery. I followed his example, and craned forward and looked down, but I was dazzled by that gleam of light above, and I could see only a bottomless darkness with spectral patches of crimson and purple floating therein. Yet if I could not see, I could hear. Out of this darkness came a sound, a sound like the angry hum one can hear if one puts one's ear outside a hive of bees, a sound out of that enormous hollow, it may be, four miles beneath our feet...  For a moment I listened, then tightened my grip on my crowbar, and led the way up the gallery.  ""This must be the shaft we looked down upon,"" said Cavor. ""Under that lid.""  ""And below there, is where we saw the lights.""  ""The lights!"" said he. ""Yes--the lights of the world that now we shall never see.""  ""We'll come back,"" I said, for now we had escaped so much I was rashly sanguine that we should recover the sphere.  His answer I did not catch.  ""Eh?"" I asked.  ""It doesn't matter,"" he answered, and we hurried on in silence.  I suppose that slanting lateral way was four or five miles long, allowing for its curvature, and it ascended at a slope that would have made it almost impossibly steep on earth, but which one strode up easily under lunar conditions. We saw only two Selenites during all that portion of our flight, and directly they became aware of us they ran headlong. ","Narrator, Cavor, Selenites",fiction,mysterious
"There was a whirr. The clock shuddered and all at once the door opened. The cuckoo came out, sliding swiftly. He paused and looked around solemnly, scrutinizing her, the room, the furniture.  It was the first time he had seen her, she realized, smiling to herself in pleasure. She stood up, coming toward him shyly. ""Go on,"" she said. ""I'm waiting.""  The cuckoo opened his bill. He whirred and chirped, quickly, rhythmically. Then, after a moment of contemplation, he retired. And the door snapped shut.  She was delighted. She clapped her hands and spun in a little circle. He was marvelous, perfect! And the way he had looked around, studying her, sizing her up. He liked her; she was certain of it. And she, of course, loved him at once, completely. He was just what she had hoped would come out of the little door.  Doris went to the clock. She bent over the little door, her lips close to the wood. ""Do you hear me?"" she whispered. ""I think you're the most wonderful cuckoo in the world."" She paused, embarrassed. ""I hope you'll like it here.""  Then she went downstairs again, slowly, her head high.  Larry and the cuckoo clock really never got along well from the start. Doris said it was because he didn't wind it right, and it didn't like being only half-wound all the time. Larry turned the job of winding over to her; the cuckoo came out every quarter hour and ran the spring down without remorse, and someone had to be ever after it, winding it up again.  Doris did her best, but she forgot a good deal of the time. Then Larry would throw his newspaper down with an elaborate weary motion and stand up. He would go into the dining-room where the clock was mounted on the wall over the fireplace. He would take the clock down and making sure that he had his thumb over the little door, he would wind it up.  ""Why do you put your thumb over the door?"" Doris asked once.  ""You're supposed to.""  She raised an eyebrow. ""Are you sure? I wonder if it isn't that you don't want him to come out while you're standing so close.""  ""Why not?""  ""Maybe you're afraid of him.""  Larry laughed. He put the clock back on the wall and gingerly removed his thumb. When Doris wasn't looking he examined his thumb.","Doris, Larry",fiction,humorous
"""In another moment we were standing face to face, I and this fragile thing out of futurity. He came straight up to me and laughed into my eyes. The absence from his bearing of any sign of fear struck me at once. Then he turned to the two others who were following him and spoke to them in a strange and very sweet and liquid tongue.  ""There were others coming, and presently a little group of perhaps eight or ten of these exquisite creatures were about me. One of them addressed me. It came into my head, oddly enough, that my voice was too harsh and deep for them. So I shook my head, and, pointing to my ears, shook it again. He came a step forward, hesitated, and then touched my hand. Then I felt other soft little tentacles upon my back and shoulders. They wanted to make sure I was real. There was nothing in this at all alarming. Indeed, there was something in these pretty little people that inspired confidence, a graceful gentleness, a certain childlike ease. And besides, they looked so frail that I could fancy myself flinging the whole dozen of them about like nine-pins. But I made a sudden motion to warn them when I saw their little pink hands feeling at the Time Machine. Happily then, when it was not too late, I thought of a danger I had hitherto forgotten, and reaching over the bars of the machine I unscrewed the little levers that would set it in motion, and put these in my pocket. Then I turned again to see what I could do in the way of communication.  ""And then, looking more nearly into their features, I saw some further peculiarities in their Dresden china type of prettiness. Their hair, which was uniformly curly, came to a sharp end at the neck and cheek; there was not the faintest suggestion of it on the face, and their ears were singularly minute. The mouths were small, with bright red, rather thin lips, and the little chins ran to a point. The eyes were large and mild; and this may seem egotism on my part I fancied even that there was a certain lack of the interest I might have expected in them.  ""As they made no effort to communicate with me, but simply stood round me smiling and speaking in soft cooing notes to each other, I began the conversation. I pointed to the Time Machine and to myself. Then hesitating for a moment how to express time, I pointed to the sun. At once a quaintly pretty little figure in chequered purple and white followed my gesture, and then astonished me by imitating the sound of thunder. ","Narrator, Fragile beings from the future",fiction,humorous
"Kramer leaned back. ""You can see the situation. How can we deal with a factor like this? The perfect variable.""  ""Perfect? Prediction should still be possible. A living thing still acts from necessity, the same as inanimate material. But the cause-effect chain is more subtle; there are more factors to be considered. The difference is quantitative, I think. The reaction of the living organism parallels natural causation, but with greater complexity.""  Gross and Kramer looked up at the board plates, suspended on the wall, still dripping, the images hardening into place. Kramer traced a line with his pencil.  ""See that? It's a pseudopodium. They're alive, and so far, a weapon we can't beat. No mechanical system can compete with that, simple or intricate. We'll have to scrap the Johnson Control and find something else.""  ""Meanwhile the war continues as it is. Stalemate. Checkmate. They can't get to us, and we can't get through their living minefield.""  Kramer nodded. ""It's a perfect defense, for them. But there still might be one answer.""  ""What's that?""  ""Wait a minute."" Kramer turned to his rocket expert, sitting with the charts and files. ""The heavy cruiser that returned this week. It didn't actually touch, did it? It came close but there was no contact.""  ""Correct."" The expert nodded. ""The mine was twenty miles off. The cruiser was in space-drive, moving directly toward Proxima, line-straight, using the Johnson Control, of course. It had deflected a quarter of an hour earlier for reasons unknown. Later it resumed its course. That was when they got it.""  ""It shifted,"" Kramer said. ""But not enough. The mine was coming along after it, trailing it. It's the same old story, but I wonder about the contact.""  ""Here's our theory,"" the expert said. ""We keep looking for contact, a trigger in the pseudopodium. But more likely we're witnessing a psychological phenomena, a decision without any physical correlative. We're watching for something that isn't there. The mine decides to blow up. It sees our ship, approaches, and then decides.""  ""Thanks."" Kramer turned to Gross. ""Well, that confirms what I'm saying. How can a ship guided by automatic relays escape a mine that decides to explode? The whole theory of mine penetration is that you must avoid tripping the trigger. But here the trigger is a state of mind in a complicated, developed life-form.""","Kramer, Gross, Rocket expert",fiction,serious
"One day Murlock returned from gunning in a distant part of the forest to find his wife prostrate with fever, and delirious. There was no physician within miles, no neighbor; nor was she in a condition to be left, to summon help. So he set about the task of nursing her back to health, but at the end of the third day she fell into unconsciousness arid so passed away, apparently, with never a gleam of returning reason.  From what we know of a nature like his we may venture to sketch in some of the details of the outline picture drawn by my grandfather. When convinced that she was dead, Murlock had sense enough to remember that the dead must be prepared for burial. In performance of this sacred duty he blundered now and again, did certain things incorrectly, and others which he did correctly were done over and over. His occasional failures to accomplish some simple and ordinary act filled him with astonishment, like that of a drunken man who wonders at the suspension of familiar natural laws. He was surprised, too, that he did not weep--surprised and a little ashamed; surely it is unkind not to weep for the dead. ""Tomorrow,"" he said aloud, ""I shall have to make the coffin arid dig the grave; and then I shall miss her, when she is no longer in sight; but now--she is dead, of course, but it is all right--it must be all right, somehow. Things cannot be so bad as they seem.""  He stood over the body in the fading light, adjusting the hair and putting the finishing touches to the simple toilet, doing all mechanically, with soulless care. And still through his consciousness ran an undersense of conviction that all was right--that he should have her again as before, and everything explained. He had had no experience in grief; his capacity had not been enlarged by use. His heart could not contain it all, nor his imagination rightly conceive it. He did not know he was so hard struck; that knowledge would come later, and never go. Grief is an artist of powers as various as the instruments upon which he plays his dirges for the dead, evoking from some the sharpest, shrillest notes, from others the low, grave chords that throb recurrent like the slow beating of a distant drum. Some natures it startles; some it stupefies. ","Murlock, Murlock's wife",horror,suspenseful
"The old people of the village came stooping along the street. Children, with bright faces, tripped merrily beside their parents, or mimicked a graver gait, in the conscious dignity of their Sunday clothes. Spruce bachelors looked sidelong at the pretty maidens, and fancied that the Sabbath sunshine made them prettier than on weekdays. When the throng had mostly streamed into the porch, the sexton began to toll the bell, keeping his eye on the Reverend Mr. Hooper's door. The first glimpse of the clergyman's figure was the signal for the bell to cease its summons.  ""But what has good Parson Hooper got upon his face?"" cried the sexton in astonishment.  All within hearing immediately turned about, and beheld the semblance of Mr. Hooper, pacing slowly his meditative way toward the meetinghouse. With one accord they started, expressing more wonder than if some strange minister were coming to dust the cushions of Mr. Hooper's pulpit.  ""Are you sure it is our parson?"" inquired Goodman Gray of the sexton.  ""Of a certainty it is good Mr. Hooper,"" replied the sexton. ""He was to have exchanged pulpits with Parson Shute, of Westbury; but Parson Shute sent to excuse himself yesterday, being to preach a funeral sermon.""  The cause of so much amazement may appear sufficiently slight. Mr. Hooper gentlemanly person, of about thirty, though still a bachelor, was dressed with due clerical neatness, as if a careful wife had starched his band, and brushed the weekly dust from his Sunday's garb. There was but one thing remarkable in his appearance. Swathed about his forehead, and hanging down over his face, so low as to be shaken by his breath Mr. Hooper had on a black veil. On a nearer view it seemed to consist of two folds of crepe, which entirely concealed his features, except the mouth and chin, but probably did not intercept his sight, further than to give a darkened aspect to all living and inanimate things. With this gloomy shade before him, good Mr. Hooper walked onward, at a slow and quiet pace, stooping somewhat, and looking on the ground, as is customary with abstracted men, yet nodding kindly to those of his parishioners who still waited on the meetinghouse steps. But so wonderstruck were they that his greeting hardly met with a return.  ""I can't really feel as if good Mr. Hooper's face was behind that piece of crape,"" said the sexton.  ""I don't like it,"" muttered an old woman, as she hobbled into the meetinghouse. ""He has changed himself into something awful, only by hiding his face.""  ""Our parson has gone mad!"" cried Goodman Gray, following him across the threshold."," The old people of the village, children, spruce bachelors, Reverend Mr. Hooper, sexton, Goodman Gray, old woman",fiction,mysterious
